"","Artistic","Conventional","Enterprising","Investigative","Realistic","Social","income","X5","title"
"481","22","56","17","89","72","22","$29.36 hourly, $61,070 annual","https://www.onetonline.org/link/details/29-2011.01","29-2011.01 - Cytogenetic Technologists"
"482","11","39","11","95","67","11","$29.36 hourly, $61,070 annual","https://www.onetonline.org/link/details/29-2011.02","29-2011.02 - Cytotechnologists"
"483","11","39","28","83","72","78","$33.49 hourly, $69,650 annual","https://www.onetonline.org/link/details/29-2032.00","29-2032.00 - Diagnostic Medical Sonographers"
"484","11","39","33","100","45","50","$34.05 hourly, $70,820 annual","https://www.onetonline.org/link/details/19-1041.00","19-1041.00 - Epidemiologists"
"485","6","45","28","67","89","39","$19.75 hourly, $41,070 annual","https://www.onetonline.org/link/details/29-2099.01","29-2099.01 - Neurodiagnostic Technologists"
"486","6","56","45","50","50","39","$19.75 hourly, $41,070 annual","https://www.onetonline.org/link/details/29-2099.05","29-2099.05 - Ophthalmic Medical Technologists"
"487","6","50","33","33","89","45","$19.75 hourly, $41,070 annual","https://www.onetonline.org/link/details/29-2099.06","29-2099.06 - Radiologic Technicians"
"488","6","89","11","39","50","67","$19.75 hourly, $41,070 annual","https://www.onetonline.org/link/details/29-2099.07","29-2099.07 - Surgical Assistants"
"489","6","61","11","72","100","6","$29.36 hourly, $61,070 annual","https://www.onetonline.org/link/details/29-2011.03","29-2011.03 - Histotechnologists and Histologic Technicians"
"490","11","56","22","39","67","45","$32.90 hourly, $68,420 annual","https://www.onetonline.org/link/details/29-2035.00","29-2035.00 - Magnetic Resonance Imaging Technologists"
"491","11","56","11","78","78","50","$18.73 hourly, $38,950 annual","https://www.onetonline.org/link/details/29-2012.00","29-2012.00 - Medical and Clinical Laboratory Technicians"
"492","11","61","28","100","78","17","$29.36 hourly, $61,070 annual","https://www.onetonline.org/link/details/29-2011.00","29-2011.00 - Medical and Clinical Laboratory Technologists"
"493","6","45","28","67","89","39","$19.75 hourly, $41,070 annual","https://www.onetonline.org/link/details/29-2099.01","29-2099.01 - Neurodiagnostic Technologists"
"494","6","45","11","89","83","50","$35.75 hourly, $74,350 annual","https://www.onetonline.org/link/details/29-2033.00","29-2033.00 - Nuclear Medicine Technologists"
"495","6","56","45","50","50","39","$19.75 hourly, $41,070 annual","https://www.onetonline.org/link/details/29-2099.05","29-2099.05 - Ophthalmic Medical Technologists"
"496","6","50","33","33","89","45","$19.75 hourly, $41,070 annual","https://www.onetonline.org/link/details/29-2099.06","29-2099.06 - Radiologic Technicians"
"497","6","33","33","45","95","67","$27.62 hourly, $57,450 annual","https://www.onetonline.org/link/details/29-2034.00","29-2034.00 - Radiologic Technologists"
"498","6","89","11","39","50","67","$19.75 hourly, $41,070 annual","https://www.onetonline.org/link/details/29-2099.07","29-2099.07 - Surgical Assistants"
"499","11","45","22","83","100","33","$15.62 hourly, $32,490 annual","https://www.onetonline.org/link/details/29-2056.00","29-2056.00 - Veterinary Technologists and Technicians"
"500","0","100","45","0","17","22","$18.29 hourly, $38,040 annual","https://www.onetonline.org/link/details/29-2071.00","29-2071.00 - Medical Records and Health Information Technicians"
"501","6","100","39","39","33","56","$16.22 hourly, $33,730 annual","https://www.onetonline.org/link/details/43-6013.00","43-6013.00 - Medical Secretaries"
"502","22","100","28","39","50","17","$17.17 hourly, $35,720 annual","https://www.onetonline.org/link/details/31-9094.00","31-9094.00 - Medical Transcriptionists"
"503","0","56","11","61","95","22","$17.46 hourly, $36,330 annual","https://www.onetonline.org/link/details/31-9099.02","31-9099.02 - Endoscopy Technicians"
"504","17","78","28","33","33","89","$17.46 hourly, $36,330 annual","https://www.onetonline.org/link/details/31-9099.01","31-9099.01 - Speech-Language Pathology Assistants"
"505","0","56","11","61","95","22","$17.46 hourly, $36,330 annual","https://www.onetonline.org/link/details/31-9099.02","31-9099.02 - Endoscopy Technicians"
"506","11","67","100","39","11","67","$46.41 hourly, $96,540 annual","https://www.onetonline.org/link/details/11-9111.00","11-9111.00 - Medical and Health Services Managers"
"507","0","83","17","45","89","17","$16.54 hourly, $34,400 annual","https://www.onetonline.org/link/details/31-9093.00","31-9093.00 - Medical Equipment Preparers"
"508","0","89","6","0","72","39","$12.83 hourly, $26,690 annual","https://www.onetonline.org/link/details/31-1015.00","31-1015.00 - Orderlies"
"509","0","100","39","28","61","39","$12.14 hourly, $25,240 annual","https://www.onetonline.org/link/details/31-9095.00","31-9095.00 - Pharmacy Aides"
"510","0","78","17","50","67","50","$15.72 hourly, $32,710 annual","https://www.onetonline.org/link/details/31-9097.00","31-9097.00 - Phlebotomists"
"511","17","78","28","33","33","89","$17.46 hourly, $36,330 annual","https://www.onetonline.org/link/details/31-9099.01","31-9099.01 - Speech-Language Pathology Assistants"
"512","17","28","17","50","95","56","$12.14 hourly, $25,250 annual","https://www.onetonline.org/link/details/31-9096.00","31-9096.00 - Veterinary Assistants and Laboratory Animal Caretakers"
"513","22","11","17","67","72","83","$35.83 hourly, $74,530 annual","https://www.onetonline.org/link/details/29-1199.01","29-1199.01 - Acupuncturists"
"514","17","11","22","72","56","100","$32.91 hourly, $68,450 annual","https://www.onetonline.org/link/details/29-1141.01","29-1141.01 - Acute Care Nurses"
"515","45","22","17","83","22","95","$32.91 hourly, $68,450 annual","https://www.onetonline.org/link/details/29-1141.02","29-1141.02 - Advanced Practice Psychiatric Nurses"
"516","33","11","6","100","61","78","$99.48 hourly, $206,920 annual","https://www.onetonline.org/link/details/29-1069.01","29-1069.01 - Allergists and Immunologists"
"517","0","28","28","61","72","67","$48.79 hourly, $101,480 annual","https://www.onetonline.org/link/details/29-1071.01","29-1071.01 - Anesthesiologist Assistants"
"518","17","28","28","72","67","67","$100.00+ hourly, $208,000+ annual","https://www.onetonline.org/link/details/29-1061.00","29-1061.00 - Anesthesiologists"
"519","95","28","11","50","6","100","$22.31 hourly, $46,410 annual","https://www.onetonline.org/link/details/29-1125.01","29-1125.01 - Art Therapists"
"520","17","11","33","56","72","95","$45,630 annual","https://www.onetonline.org/link/details/29-9091.00","29-9091.00 - Athletic Trainers"
"521","22","45","11","95","28","89","$36.53 hourly, $75,980 annual","https://www.onetonline.org/link/details/29-1181.00","29-1181.00 - Audiologists"
"522","17","17","28","78","72","83","$32.46 hourly, $67,520 annual","https://www.onetonline.org/link/details/29-1011.00","29-1011.00 - Chiropractors"
"523","0","56","95","50","17","78","$32.91 hourly, $68,450 annual","https://www.onetonline.org/link/details/29-1141.04","29-1141.04 - Clinical Nurse Specialists"
"524","28","28","33","56","50","95","$32.91 hourly, $68,450 annual","https://www.onetonline.org/link/details/29-1141.03","29-1141.03 - Critical Care Nurses"
"525","6","83","28","39","78","61","$17.76 hourly, $36,940 annual","https://www.onetonline.org/link/details/31-9091.00","31-9091.00 - Dental Assistants"
"526","0","45","17","33","78","83","$35.05 hourly, $72,910 annual","https://www.onetonline.org/link/details/29-2021.00","29-2021.00 - Dental Hygienists"
"527","11","33","22","100","72","50","$73.99 hourly, $153,900 annual","https://www.onetonline.org/link/details/29-1021.00","29-1021.00 - Dentists, General"
"528","22","11","17","100","56","83","$99.48 hourly, $206,920 annual","https://www.onetonline.org/link/details/29-1069.02","29-1069.02 - Dermatologists"
"529","11","22","28","56","50","89","$12.67 hourly, $26,350 annual","https://www.onetonline.org/link/details/29-2051.00","29-2051.00 - Dietetic Technicians"
"530","22","17","50","95","22","89","$28.33 hourly, $58,920 annual","https://www.onetonline.org/link/details/29-1031.00","29-1031.00 - Dietitians and Nutritionists"
"531","45","28","39","72","50","89","$22.76 hourly, $47,340 annual","https://www.onetonline.org/link/details/29-1128.00","29-1128.00 - Exercise Physiologists"
"532","17","28","28","95","50","83","$91.58 hourly, $190,490 annual","https://www.onetonline.org/link/details/29-1062.00","29-1062.00 - Family and General Practitioners"
"533","50","28","22","89","0","95","$35.64 hourly, $74,120 annual","https://www.onetonline.org/link/details/29-9092.00","29-9092.00 - Genetic Counselors"
"534","22","11","17","67","72","83","$35.83 hourly, $74,530 annual","https://www.onetonline.org/link/details/29-1199.01","29-1199.01 - Acupuncturists"
"535","50","11","11","95","39","89","$35.83 hourly, $74,530 annual","https://www.onetonline.org/link/details/29-1199.04","29-1199.04 - Naturopathic Physicians"
"536","11","11","28","89","56","72","$35.83 hourly, $74,530 annual","https://www.onetonline.org/link/details/29-1199.05","29-1199.05 - Orthoptists"
"537","17","6","28","28","45","100","$23.47 hourly, $48,820 annual","https://www.onetonline.org/link/details/29-9099.01","29-9099.01 - Midwives"
"538","11","28","33","83","50","83","$24.16 hourly, $50,250 annual","https://www.onetonline.org/link/details/29-2092.00","29-2092.00 - Hearing Aid Specialists"
"539","17","28","22","17","67","100","$10.87 hourly, $22,600 annual","https://www.onetonline.org/link/details/31-1011.00","31-1011.00 - Home Health Aides"
"540","11","22","33","67","45","89","$99.48 hourly, $206,920 annual","https://www.onetonline.org/link/details/29-1069.03","29-1069.03 - Hospitalists"
"541","17","28","45","95","56","72","$94.42 hourly, $196,380 annual","https://www.onetonline.org/link/details/29-1063.00","29-1063.00 - Internists, General"
"542","6","45","22","39","67","100","$21.20 hourly, $44,090 annual","https://www.onetonline.org/link/details/29-2061.00","29-2061.00 - Licensed Practical and Licensed Vocational Nurses"
"543","33","28","33","61","56","100","$39.38 hourly, $81,910 annual","https://www.onetonline.org/link/details/29-1122.01","29-1122.01 - Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists"
"544","6","89","22","33","56","89","$15.17 hourly, $31,540 annual","https://www.onetonline.org/link/details/31-9092.00","31-9092.00 - Medical Assistants"
"545","17","6","28","28","45","100","$23.47 hourly, $48,820 annual","https://www.onetonline.org/link/details/29-9099.01","29-9099.01 - Midwives"
"546","89","17","11","56","6","89","$22.31 hourly, $46,410 annual","https://www.onetonline.org/link/details/29-1125.02","29-1125.02 - Music Therapists"
"547","50","11","11","95","39","89","$35.83 hourly, $74,530 annual","https://www.onetonline.org/link/details/29-1199.04","29-1199.04 - Naturopathic Physicians"
"548","22","17","33","100","56","78","$99.48 hourly, $206,920 annual","https://www.onetonline.org/link/details/29-1069.04","29-1069.04 - Neurologists"
"549","6","28","22","78","39","78","$99.48 hourly, $206,920 annual","https://www.onetonline.org/link/details/29-1069.05","29-1069.05 - Nuclear Medicine Physicians"
"550","11","28","6","95","67","56","$77.05 hourly, $160,270 annual","https://www.onetonline.org/link/details/29-1151.00","29-1151.00 - Nurse Anesthetists"
"551","22","6","33","50","39","100","$47.97 hourly, $99,770 annual","https://www.onetonline.org/link/details/29-1161.00","29-1161.00 - Nurse Midwives"
"552","28","28","22","83","56","89","$48.52 hourly, $100,910 annual","https://www.onetonline.org/link/details/29-1171.00","29-1171.00 - Nurse Practitioners"
"553","6","78","11","11","56","95","$12.78 hourly, $26,590 annual","https://www.onetonline.org/link/details/31-1014.00","31-1014.00 - Nursing Assistants"
"554","17","17","45","100","67","83","$100.00+ hourly, $208,000+ annual","https://www.onetonline.org/link/details/29-1064.00","29-1064.00 - Obstetricians and Gynecologists"
"555","39","45","33","56","33","100","$39.38 hourly, $81,910 annual","https://www.onetonline.org/link/details/29-1122.00","29-1122.00 - Occupational Therapists"
"556","17","39","17","17","61","100","$13.62 hourly, $28,330 annual","https://www.onetonline.org/link/details/31-2012.00","31-2012.00 - Occupational Therapy Aides"
"557","33","28","11","39","56","100","$28.37 hourly, $59,010 annual","https://www.onetonline.org/link/details/31-2011.00","31-2011.00 - Occupational Therapy Assistants"
"558","6","67","22","28","45","56","$17.08 hourly, $35,530 annual","https://www.onetonline.org/link/details/29-2057.00","29-2057.00 - Ophthalmic Medical Technicians"
"559","17","33","22","100","67","72","$99.48 hourly, $206,920 annual","https://www.onetonline.org/link/details/29-1069.06","29-1069.06 - Ophthalmologists"
"560","11","72","89","11","56","56","$17.08 hourly, $35,530 annual","https://www.onetonline.org/link/details/29-2081.00","29-2081.00 - Opticians, Dispensing"
"561","0","28","39","83","67","72","$51.03 hourly, $106,140 annual","https://www.onetonline.org/link/details/29-1041.00","29-1041.00 - Optometrists"
"562","11","28","33","67","83","78","$100.00+ hourly, $208,000+ annual","https://www.onetonline.org/link/details/29-1022.00","29-1022.00 - Oral and Maxillofacial Surgeons"
"563","11","22","39","100","72","61","$100.00+ hourly, $208,000+ annual","https://www.onetonline.org/link/details/29-1023.00","29-1023.00 - Orthodontists"
"564","11","11","28","89","56","72","$35.83 hourly, $74,530 annual","https://www.onetonline.org/link/details/29-1199.05","29-1199.05 - Orthoptists"
"565","22","17","17","61","67","100","$31.55 hourly, $65,630 annual","https://www.onetonline.org/link/details/29-2091.00","29-2091.00 - Orthotists and Prosthetists"
"566","11","39","0","95","56","33","$99.48 hourly, $206,920 annual","https://www.onetonline.org/link/details/29-1069.07","29-1069.07 - Pathologists"
"567","28","33","22","100","39","83","$81.24 hourly, $168,990 annual","https://www.onetonline.org/link/details/29-1065.00","29-1065.00 - Pediatricians, General"
"568","6","72","28","100","39","56","$58.77 hourly, $122,230 annual","https://www.onetonline.org/link/details/29-1051.00","29-1051.00 - Pharmacists"
